id,epoch,style_id,century,style,type_id,type,name,description,author
15940,30.10 - Siglos XVI y XVII. Barroco 17.20.50 - Escuela flamenca. Bodegones,30.1,Siglos XVI y XVII,Barroco,17.20.50,Escuela flamenca. Bodegones,Despensa,Lienzo. 117 x 291 cm. Museo del Prado. Madrid. España.,Paul de Vos
15941,30.10 - Siglos XVI y XVII. Barroco 17.20.55 - Escuela flamenca. Animales,30.1,Siglos XVI y XVII,Barroco,17.20.55,Escuela flamenca. Animales,Un galgo blanco,Lienzo. 105 x 105 cm. Museo del Prado. Madrid. España.,Paul de Vos
15942,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El charlatán sacamuelas,Lienzo. 116 x 221 cm. Museo del Prado. Madrid. España.,Theodor Rombouts
15943,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Jugadores de naipes,Lienzo. 100 x 223 cm. Museo del Prado. Madrid. España.,Theodor Rombouts
15944,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"María Magdalena de Austria, gran duquesa de Toscana",Lienzo. 77 x 63 cm. Museo del Prado. Madrid. España.,Justus Suttermans
15945,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"Fernando II, gran duque de Toscana",Lienzo. 77 x 63 cm. Museo del Prado. Madrid. España.,Justus Suttermans
15946,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El emperador Fernando II ,Lienzo. 111 x 96 cm. Museo del Prado. Madrid. España.,Justus Suttermans
15947,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,San Francisco de Asís,Lienzo. 123 x 106 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15948,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El pintor Martín Ryckaert,Lienzo. 148 x 113 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15949,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,San Jerónimo penitente,Lienzo. 100 x 71 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15950,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"Federico Enrique de Nassau, principe de Orange",Lienzo sobre tabla. 110 x 95 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15951,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Amalia de Solms-Braunfels,Lienzo sobre tabla. 105 x 91 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15952,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Desconocida,Lienzo. 106 x 75 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15953,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El conde Enrique de Bergh,Lienzo. 114 x 100 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15954,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Cabeza de viejo,Lienzo. 47 x 36 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15955,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El musico Jacobp Gaultier,Lienzo. 128 x 100 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15956,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El grabador Paul du Pont,Lienzo. 112 x 100 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15957,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El músico Enrique Liberti,Lienzo.107 x 97 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15958,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"Doña Policena Spinola, marquesa de Leganes",Lienzo. 204 x 130 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15959,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Diana y Endimion sorprendidos por un sátiro,Lienzo. 144 x 163 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15960,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,Los desposorios místicos de Santa Catalina de Alejeandría,Lienzo. 121 x 173 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15961,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,La serpiente de metal,Lienzo. 205 x 171 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15962,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,El niño Jesús y San Juan,Lienzo. 130 x 74 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15963,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"El conde de Arundel y Tomás, nieto suyo",Lienzo. 187 x 162 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15964,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,La piedad,Lienzo. 201 x 171 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15965,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Cabeza de anciano,Papel sobre tabla. 45 x 34 cm. Museo del Prado. Madrid. España.,Antón van Dyck
15966,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Carlos II de Inglaterra,Lienzo. 137 x 111 cm. Museo del Prado. Madrid. España.,Copista Anónimo de Antón van Dyck
15967,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,La piedad,Lienzo. 114 x 100 cm. Museo del Prado. Madrid. España.,Copista Anónimo de Antón van Dyck
15968,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"Don Francisco de Moncada, marqués de Aitona",Lienzo. 114 x 98 cm. Museo del Prado. Madrid. España.,Copista Anónimo de Antón van Dyck
15969,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,Santa Rosalía de Palermo,Lienzo. 127 x 108 cm. Museo del Prado. Madrid. España.,Copista Anónimo de Antón van Dyck
15970,30.10 - Siglos XVI y XVII. Barroco 17.20.50 - Escuela flamenca. Bodegones,30.1,Siglos XVI y XVII,Barroco,17.20.50,Escuela flamenca. Bodegones,Una despensa,Lienzo. 221 x 307 cm. Museo del Prado. Madrid. España.,Adriaen Utrecht
15971,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,La adoración de los reyes,Cobre. 70 x 54 cm. Museo del Prado. Madrid. España.,Pietro Lignis
15972,30.10 - Siglos XVI y XVII. Barroco 17.20.50 - Escuela flamenca. Bodegones,30.1,Siglos XVI y XVII,Barroco,17.20.50,Escuela flamenca. Bodegones,Festón de frutas y verduras,Lienzo. 186 x 60 cm. Museo del Prado. Madrid. España.,Adriaen Utrecht
15973,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,San Marcos,Tabla. 64 x 49 cm. Museo del Prado. Madrid. España.,Peeter van Mol
15974,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,San Lucas,Tabla. 64 x 49 cm. Museo del Prado. Madrid. España.,Peeter van Mol
15975,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,La merienda,Lienzo. 49 x 68 cm. Museo del Prado. Madrid. España.,Jan van Bike Miel
15976,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,San Juan Evangelista,Tabla. 61 x 49 cm. Museo del Prado. Madrid. España.,Peeter van Mol
15977,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Parada de cazadores,Lienzo. 50 x 67 cm. Museo del Prado. Madrid. España. Barroco Clásico.,Jan van Bike Miel
15978,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Escenas Populares,Lienzo. 50 x 67 cm. Museo del Prado. Madrid. España.,Jan van Bike Miel
15979,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Conversación en el camino,Lienzo. 48 x 37 cm. Museo del Prado. Madrid. España.,Jan van Bike Miel
15980,30.10 - Siglos XVI y XVII. Barroco 17.20.40 - Escuela flamenca. Paisajes y Vistas,30.1,Siglos XVI y XVII,Barroco,17.20.40,Escuela flamenca. Paisajes y Vistas,Paisaje con pastores,Lienzo. Lienzo. 43 x 37 cm. Museo del Prado. Madrid. España.,Jan van Bike Miel
15981,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El carnaval en Roma,Lienzo. 68 x 50 cm. Museo del Prado. Madrid. España.,Jan van Bike Miel
15982,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Prometeo trayendo el fuego,Lienzo. 182 x 113 cm. Museo del Prado. Madrid. España.,Jan Cossiers
15983,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,Las vírgenes locas y las prudentes,Tabla. 73 x 105 cm. Museo del Prado. Madrid. España.,Peeter Lisaert III
15984,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Júpiter y Licaón,Lienzo. 126 x 115 cm. Museo del Prado. Madrid. España.,Jan Cossiers
15985,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Narciso,Lienzo. 97 x 93 cm. Museo del Prado. Madrid. España.,Jan Cossiers
15986,30.10 - Siglos XVI y XVII. Barroco 17.20.50 - Escuela flamenca. Bodegones,30.1,Siglos XVI y XVII,Barroco,17.20.50,Escuela flamenca. Bodegones,Mesa,Tabla. 74 x 105 cm. Museo del Prado. Madrid. España.,Frans Ykens
15987,30.10 - Siglos XVI y XVII. Barroco 17.20.50 - Escuela flamenca. Bodegones,30.1,Siglos XVI y XVII,Barroco,17.20.50,Escuela flamenca. Bodegones,Despensa,Lienzo. 107 x 173 cm. Museo del Prado. Madrid. España.,Frans Ykens
15990,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Cacería de jabalí,Lienzo. 70 x 130 cm. Museo del Prado. Madrid. España.,Jan de Momper
15991,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"Doña María de Austria, reina de Hungria",Óleo sobre lienzo. 215 x 147 cm. Museo del Prado. Madrid. España.,Frans Luyck
15992,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,"Fernando IV, rey de romanos",Lienzo. 214 x 128 cm. Museo del Prado. Madrid. España.,Frans Luyck
15993,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El peinado,Tabla. 17 x 14 cm. Museo del Prado. Madrid. España.,Adriaen Brouwer
15994,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Un muelle,Lienzo. 91 x 134 cm. Museo del Prado. Madrid. España. Barroco Clásico.,Jan de Momper
15995,30.10 - Siglos XVI y XVII. Barroco 17.20.55 - Escuela flamenca. Animales,30.1,Siglos XVI y XVII,Barroco,17.20.55,Escuela flamenca. Animales,Cacería de venados,Lienzo. 70 x 130 cm. Museo del Prado. Madrid. España.,Jan de Momper
15996,30.10 - Siglos XVI y XVII. Barroco 17.40.50 - Escuela holandesa. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.40.50,Escuela holandesa. Costumbres e Historia,Combate de caballería,Tabla. 52 x 79 cm. Museo del Prado. Madrid. España.,Peeter Meulener
15997,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Defensa de un convoy,Lienzo. 52 x 79 cm. Museo del Prado. Madrid. España.,Peeter Meulener
15998,30.10 - Siglos XVI y XVII. Barroco 17.20.68 - Escuela flamenca. Historia,30.1,Siglos XVI y XVII,Barroco,17.20.68,Escuela flamenca. Historia,Escaramuza de caballeria,Cobre. 25 x 32 cm. Museo del Prado. Madrid. España.,Peeter Meulener
15999,30.10 - Siglos XVI y XVII. Barroco 17.20.68 - Escuela flamenca. Historia,30.1,Siglos XVI y XVII,Barroco,17.20.68,Escuela flamenca. Historia,Carga de caballería,Cobre. 25 x 32 cm. Museo del Prado. Madrid. España.,Peeter Meulener
16000,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,La muerte de Euridice,Lienzo. 179 x 195 cm. Museo del Prado. Madrid. España.,Quellinus Erasmus
16001,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Jasón con el vellocino de oro,Lienzo. 181 x 195 cm. Museo del Prado. Madrid. España. Barroco Clásico.,Quellinus Erasmus
16002,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Baco y Ariadna,Lienzo. 180 x 95 cm. Museo del Prado. Madrid. España.,Quellinus Erasmus
16003,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,El descubrimiento de la púrpura,Lienzo. 189 x 212 cm. Museo del Prado. Madrid. España.,Theodore van Tulden
16004,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Terceto burlesco,Tabla. 30 x 24 cm. Museo del Prado. Madrid. España.,Joost van Craesbeeck
16005,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El contrato matrimonial,Tabla. 71 x 54 cm. Museo del Prado. Madrid. España.,Joost van Craesbeeck
16006,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Orfeo,Lienzo. 195 x 432 cm. Museo del Prado. Madrid. España.,Frans Snyders y Theodore van Tulden
16007,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,El rapto de Europa,Lienzo. 126 x 87 cm. Museo del Prado. Madrid. España.,Quellinus Erasmus
16008,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,El mago descubre a carlos y Ubalsdo el paradero de Reinaldo,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16009,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Consejo convocado por Godofredo sobre el socorro a Armida,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16010,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Armida ante Godofredo de Bouillón,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16011,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Cupido navegando sobre el delfín,Lienzo. 98 x 98 cm. Museo del Prado. Madrid. España.,Quellinus Erasmus
16012,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,El amor dormido,Lienzo. 81 x 98 cm. Museo del Prado. Madrid. España.,Quellinus Erasmus
16013,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,La persecución de las harpias,Lienzo. 99 x 98 cm. Museo del Prado. Madrid. España. Barroco Clásico.,Quellinus Erasmus
16014,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Reinaldo enamorado de Armida en la isla de Orontes,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16015,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Reinaldo llevado en sueños a las islas Afortunadas,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16016,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Carlos y Ubaldo en las islas Afortunadas,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16017,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,El jardín de Armida,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16018,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Separación de Armida y Reinaldo,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16019,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Huída de Reinaldo de las islas Afortunadas,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16020,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Proezas de Reinaldo,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16021,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Armida animando a los moros en la batalla,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16022,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Fiesta campestre,Cobre. 77 x 99 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16023,30.10 - Siglos XVI y XVII. Barroco 17.20.30 - Escuela flamenca. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.20.30,Escuela flamenca. Mitología y Alegorías,Reconciliación de Reinaldo y Armida,Cobre. 27 x 39 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16024,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Juego de bolos,Tabla. 42 x 71 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16025,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El tiro de ballesta,Tabla. 54 x 88 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16026,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,El soldado alegre,Tabla. 47 x 36 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16027,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Una taberna,Tabla. 52 x 65 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16028,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Fumadores y bebedores,Tabla. 34 x 48 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16029,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Fumadores,Tabla. 40 x 62 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16030,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Operación quirúrgica,Tabla. 33 x 25 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16031,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El alquimista,Tabla. 32 x 25 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16032,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,El rey bebe,Cobre. 58 x 70 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16033,30.10 - Siglos XVI y XVII. Barroco 17.20.60 - Escuela flamenca. Costumbres e Interiores,30.1,Siglos XVI y XVII,Barroco,17.20.60,Escuela flamenca. Costumbres e Interiores,Operación quirúrgica,Tabla. 38 x 61 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16034,30.10 - Siglos XVI y XVII. Barroco 17.20.55 - Escuela flamenca. Animales,30.1,Siglos XVI y XVII,Barroco,17.20.55,Escuela flamenca. Animales,El mono pintor,Tabla. 24 x 32 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
16035,30.10 - Siglos XVI y XVII. Barroco 17.20.55 - Escuela flamenca. Animales,30.1,Siglos XVI y XVII,Barroco,17.20.55,Escuela flamenca. Animales,Monos en una bodega,Tabla. 21 x 30 cm. Museo del Prado. Madrid. España.,David Teniers el Joven
